author,book_link,cover_link,title,price,website_source,scrape_date,website_name,book_id
Chris Ryan and Carrie Shuchart,https://www.simonandschuster.com/books/MBA-Math-More/Chris-Ryan/Manhattan-Prep/9781506247533,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781506247533/mba-math-more-9781506247533.jpg,MBA Math & More,$21.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,28854234
Erin Falconer,https://www.simonandschuster.com/books/How-to-Get-Sh*t-Done/Erin-Falconer/9781501165801,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501165801/how-to-get-sht-done-9781501165801.jpg,How to Get Sh*t Done,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,21088895
Elaine A. Clark,https://www.simonandschuster.com/books/Theres-Money-Where-Your-Mouth-Is-(Fourth-Edition)/Elaine-A-Clark/9781621536697,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536697/theres-money-where-your-mouth-is-fourth-edition-9781621536697.jpg,There's Money Where Your Mouth Is (Fourth Edition),$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,2393078
Todd Davis,https://www.simonandschuster.com/books/Get-Better/Todd-Davis/9781501158308,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501158308/get-better-9781501158308.jpg,Get Better,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,85739372
David Borman,https://www.simonandschuster.com/books/Statistics-101/David-Borman/Adams-101/9781507208175,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507208175/statistics-101-9781507208175.jpg,Statistics 101,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,43310769
Sam Conniff Allende,https://www.simonandschuster.com/books/Be-More-Pirate/Sam-Conniff-Allende/9781982109615,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982109615/be-more-pirate-9781982109615.jpg,Be More Pirate,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,86803690
Emily Price,https://www.simonandschuster.com/books/Productivity-Hacks/Emily-Price/Hacks/9781507209608,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507209608/productivity-hacks-9781507209608.jpg,Productivity Hacks,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,51705337
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Gustav-Klimt-Portrait-of-Baroness-Elisabeth-Bachofen-Echt-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550414,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550414/gustav-klimt-portrait-of-baroness-elisabeth-bachofen-echt-foiled-journal-9781787550414.jpg,Gustav Klimt: Portrait of Baroness Elisabeth Bachofen-Echt (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,58082864
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Josephine-Wall-Aquarius-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550421,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550421/josephine-wall-aquarius-foiled-journal-9781787550421.jpg,Josephine Wall: Aquarius (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,44731444
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Johannes-Vermeer-Girl-with-a-Pearl-Earring-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550407,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550407/johannes-vermeer-girl-with-a-pearl-earring-foiled-journal-9781787550407.jpg,Johannes Vermeer: Girl with a Pearl Earring (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,53305584
Ian DeMartino,https://www.simonandschuster.com/books/The-Bitcoin-Guidebook/Ian-DeMartino/9781510739901,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510739901/the-bitcoin-guidebook-9781510739901.jpg,The Bitcoin Guidebook,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,50626689
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-Como-Carpintero/Juan-Carosso/At-Your-Best-Playbooks/9781510746053,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510746053/at-your-best-como-carpintero-9781510746053.jpg,At Your Best Como Carpintero,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,47819333
Marcia Layton Turner,https://www.simonandschuster.com/books/Create-Your-Vision-Board/Marcia-Layton-Turner/9781682618196,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682618196/create-your-vision-board-9781682618196.jpg,Create Your Vision Board,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,43869279
Elana Varon,https://www.simonandschuster.com/books/The-Ultimate-Side-Hustle-Book/Elana-Varon/9781507209226,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507209226/the-ultimate-side-hustle-book-9781507209226.jpg,The Ultimate Side Hustle Book,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,65477528
Gigi Butler,https://www.simonandschuster.com/books/The-Secret-Ingredient/Gigi-Butler/9781501173523,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501173523/the-secret-ingredient-9781501173523.jpg,The Secret Ingredient,$26.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,85825656
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Mid-Blue-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787550858,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550858/mid-blue-artisan-notebook-flame-tree-journals-9781787550858.jpg,Mid Blue Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,14388080
Dittmer Tom,https://www.simonandschuster.com/books/Talkin-Big/Dittmer-Tom/9781510737051,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510737051/talkin-big-9781510737051.jpg,Talkin' Big,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,36563033
"Xu Mingxing, Ying Tian, and Jiyue Li",https://www.simonandschuster.com/books/Blockchain/Xu-Mingxing/9781510744851,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510744851/blockchain-9781510744851.jpg,Blockchain,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,16016081
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-as-a-Painter/Juan-Carosso/At-Your-Best-Playbooks/9781510743984,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510743984/at-your-best-as-a-painter-9781510743984.jpg,At Your Best as a Painter,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,37319134
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-as-a-Welder/Juan-Carosso/At-Your-Best-Playbooks/9781510743977,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510743977/at-your-best-as-a-welder-9781510743977.jpg,At Your Best as a Welder,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,49256529
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-as-a-Carpenter/Juan-Carosso/At-Your-Best-Playbooks/9781510743939,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510743939/at-your-best-as-a-carpenter-9781510743939.jpg,At Your Best as a Carpenter,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,69335926
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-as-an-HVAC-R-Tech/Juan-Carosso/At-Your-Best-Playbooks/9781510743960,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510743960/at-your-best-as-an-hvac-r-tech-9781510743960.jpg,At Your Best as an HVAC/R Tech,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,26311892
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-as-a-Plumber/Juan-Carosso/At-Your-Best-Playbooks/9781510743953,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510743953/at-your-best-as-a-plumber-9781510743953.jpg,At Your Best as a Plumber,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,36152014
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-as-a-Mason/Juan-Carosso/At-Your-Best-Playbooks/9781510743991,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510743991/at-your-best-as-a-mason-9781510743991.jpg,At Your Best as a Mason,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,61037962
Leslie Berlin,https://www.simonandschuster.com/books/Troublemakers/Leslie-Berlin/9781451651515,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781451651515/troublemakers-9781451651515.jpg,Troublemakers,$20.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,63924239
Aries Wanlin Wang,https://www.simonandschuster.com/books/Crypto-Economy/Aries-Wanlin-Wang/9781510744820,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510744820/crypto-economy-9781510744820.jpg,Crypto Economy,$21.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,15444243
Juan Carosso,https://www.simonandschuster.com/books/At-Your-Best-as-an-Electrician/Juan-Carosso/At-Your-Best-Playbooks/9781510743946,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510743946/at-your-best-as-an-electrician-9781510743946.jpg,At Your Best as an Electrician,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,43117439
Ed Keller and Brad Fay,https://www.simonandschuster.com/books/The-Face-to-Face-Book/Ed-Keller/9781451640076,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781451640076/the-face-to-face-book-9781451640076.jpg,The Face-to-Face Book,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,99328154
James D. Walsh,https://www.simonandschuster.com/books/Playing-Against-the-House/James-D-Walsh/9781982115555,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982115555/playing-against-the-house-9781982115555.jpg,Playing Against the House,$18.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,28281276
Edward Winkleman and Patton Hindle,https://www.simonandschuster.com/books/How-to-Start-and-Run-a-Commercial-Art-Gallery-(Second-Edition)/Edward-Winkleman/9781621536567,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536567/how-to-start-and-run-a-commercial-art-gallery-second-edition-9781621536567.jpg,How to Start and Run a Commercial Art Gallery (Second Edition),$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,51140806
Ken Schmidt,https://www.simonandschuster.com/books/Make-Some-Noise/Ken-Schmidt/9781501155611,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501155611/make-some-noise-9781501155611.jpg,Make Some Noise,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,8933103
Nicholas W. Stuller,https://www.simonandschuster.com/books/The-Truth-Shall-Set-Your-Wallet-Free/Nicholas-W-Stuller/9781682617755,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682617755/the-truth-shall-set-your-wallet-free-9781682617755.jpg,The Truth Shall Set Your Wallet Free,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,31000719
"Ivan Misner, Stewart Emery, and Rick Sapio",https://www.simonandschuster.com/books/Whos-in-Your-Room/Ivan-Misner/9781948080491,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948080491/whos-in-your-room-9781948080491.jpg,Who's in Your Room?,$9.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,60753430
Joe Toscano,https://www.simonandschuster.com/books/Automating-Humanity/Joe-Toscano/9781576879207,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781576879207/automating-humanity-9781576879207.jpg,Automating Humanity,$35.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,24869520
Brock Farnoosh,https://www.simonandschuster.com/books/The-Serving-Mindset/Brock-Farnoosh/9781510741966,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510741966/the-serving-mindset-9781510741966.jpg,The Serving Mindset,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,93811190
Farnoosh Brock,https://www.simonandschuster.com/books/The-Serving-Mindset/Farnoosh-Brock/9781510741959,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510741959/the-serving-mindset-9781510741959.jpg,The Serving Mindset,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,93811190
Michele Cagan,https://www.simonandschuster.com/books/Budgeting-101/Michele-Cagan/Adams-101/9781507209073,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507209073/budgeting-101-9781507209073.jpg,Budgeting 101,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,76459520
Mary Marshall,https://www.simonandschuster.com/books/The-Great-Culture-Dis-Connect/Mary-Marshall/9781948080590,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948080590/the-great-culture-dis-connect-9781948080590.jpg,The Great Culture [Dis]Connect,$9.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,18469509
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Nel-Whatmore-Up-Up-and-Away-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550353,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550353/nel-whatmore-up-up-and-away-foiled-journal-9781787550353.jpg,Nel Whatmore: Up Up and Away (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,6013110
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Leonardo-Da-Vinci-Detail-of-The-Head-of-the-Virgin-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550377,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550377/leonardo-da-vinci-detail-of-the-head-of-the-virgin-foiled-journal-9781787550377.jpg,Leonardo Da Vinci: Detail of The Head of the Virgin (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,72515848
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Classic-Book-Cover-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550360,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550360/classic-book-cover-foiled-journal-9781787550360.jpg,Classic Book Cover (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,17728823
Peter L. Phillips,https://www.simonandschuster.com/books/Managing-Corporate-Design/Peter-L-Phillips/9781621536758,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536758/managing-corporate-design-9781621536758.jpg,Managing Corporate Design,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,17898451
Scott McKain,https://www.simonandschuster.com/books/ICONIC/Scott-McKain/9781948677066,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948677066/iconic-9781948677066.jpg,ICONIC,$24.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,74171878
A. J. Jacobs,https://www.simonandschuster.com/books/Its-All-Relative/A-J-Jacobs/9781442376076,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781442376076/its-all-relative-9781442376076.jpg,It's All Relative,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,14184408
"Angelico Groppelli Ph.D. and Ehsan Nikbakht DBA, CFA",https://www.simonandschuster.com/books/Finance/Angelico-Groppelli/Barrons-Business-Review/9781438010366,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781438010366/finance-9781438010366.jpg,Finance,$18.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,45814129
Jordan Belfort,https://www.simonandschuster.com/books/Way-of-the-Wolf/Jordan-Belfort/9781501164309,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501164309/way-of-the-wolf-9781501164309.jpg,Way of the Wolf,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,46385699
Dan Gallagher,https://www.simonandschuster.com/books/The-Secrets-of-Successful-Financial-Planning/Dan-Gallagher/9781510725300,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510725300/the-secrets-of-successful-financial-planning-9781510725300.jpg,The Secrets of Successful Financial Planning,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,58994284
Andrea Adler and Sheila Lewis,https://www.simonandschuster.com/books/Spanda-Cards-for-the-Entrepreneurial-Spirit/Andrea-Adler/9781582706863,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781582706863/spanda-cards-for-the-entrepreneurial-spirit-9781582706863.jpg,Spanda Cards for the Entrepreneurial Spirit,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,70327876
Ina Catrinescu,https://www.simonandschuster.com/books/Burnout-to-Breakthrough/Ina-Catrinescu/9781510738966,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510738966/burnout-to-breakthrough-9781510738966.jpg,Burnout to Breakthrough,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,30416204
Christy Whitman,https://www.simonandschuster.com/books/Quantum-Success/Christy-Whitman/9781501179006,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501179006/quantum-success-9781501179006.jpg,Quantum Success,$26.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,71834669
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Grey-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787552173,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787552173/grey-artisan-notebook-flame-tree-journals-9781787552173.jpg,Grey Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,37265358
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Gold-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787552166,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787552166/gold-artisan-notebook-flame-tree-journals-9781787552166.jpg,Gold Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,4861185
Tony Robbins and Peter Mallouk,https://www.simonandschuster.com/books/Unshakeable/Tony-Robbins/9781501164590,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501164590/unshakeable-9781501164590.jpg,Unshakeable,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,71938624
Ed Brenegar,https://www.simonandschuster.com/books/Circle-of-Impact/Ed-Brenegar/9781682617861,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682617861/circle-of-impact-9781682617861.jpg,Circle of Impact,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,96915337
Brian Smith,https://www.simonandschuster.com/books/Birth-of-a-Brand/Brian-Smith/9781582705385,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781582705385/birth-of-a-brand-s-c-9781582705385.jpg,Birth of a Brand,$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,80156512
Lisa Mulcahy,https://www.simonandschuster.com/books/The-Essentials-of-Theater/Lisa-Mulcahy/9781621536468,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536468/the-essentials-of-theater-9781621536468.jpg,The Essentials of Theater,$29.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,41516822
Linda P. Jones,https://www.simonandschuster.com/books/Youre-Already-a-Wealth-Heiress!-Now-Think-and-Act-Like-One/Linda-P-Jones/9781682616451,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682616451/youre-already-a-wealth-heiress-now-think-and-act-like-one-9781682616451.jpg,You're Already a Wealth Heiress! Now Think and Act Like One,$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,21779932
Steve Sims,https://www.simonandschuster.com/books/Bluefishing/Steve-Sims/9781501152528,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501152528/bluefishing-9781501152528.jpg,Bluefishing,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,83070332
Tiffany Pham,https://www.simonandschuster.com/books/You-Are-a-Mogul/Tiffany-Pham/9781501191855,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501191855/you-are-a-mogul-9781501191855.jpg,You Are a Mogul,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,76548159
Courtney Reum and Carter Reum,https://www.simonandschuster.com/books/Shortcut-Your-Startup/Courtney-Reum/9781501173004,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501173004/shortcut-your-startup-9781501173004.jpg,Shortcut Your Startup,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,59631931
Lindsey Stanberry,https://www.simonandschuster.com/books/Refinery29-Money-Diaries/Lindsey-Stanberry/9781501197994,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501197994/refinery29-money-diaries-9781501197994.jpg,Refinery29 Money Diaries,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,16352541
Ranjana Srivastava,https://www.simonandschuster.com/books/What-It-Takes-to-Be-a-Doctor/Ranjana-Srivastava/9781925791747,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781925791747/what-it-takes-to-be-a-doctor-9781925791747.jpg,What It Takes to Be a Doctor,$9.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,66661286
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Inspired-by-Alice-in-Wonderland-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550384,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550384/inspired-by-alice-in-wonderland-foiled-journal-9781787550384.jpg,Inspired by Alice in Wonderland (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,43324201
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Hiroshige-Twilight-Hill-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550346,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550346/hiroshige-twilight-hill-foiled-journal-9781787550346.jpg,Hiroshige: Twilight Hill (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,97314260
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Japanese-Dancers-Wearing-Traditional-Kimonos-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550292,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550292/japanese-dancers-wearing-traditional-kimonos-foiled-journal-9781787550292.jpg,Japanese Dancers Wearing Traditional Kimonos (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,7732132
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Aimee-Stewart-Treasure-Hunt-Bookshelves-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550339,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550339/aimee-stewart-treasure-hunt-bookshelves-foiled-journal-9781787550339.jpg,Aimee Stewart: Treasure Hunt Bookshelves (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,69989241
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/NGS-Samuel-Peploe-Pink-Roses-Chinese-Vase-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550308,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550308/ngs-samuel-peploe-pink-roses-chinese-vase-foiled-journal-9781787550308.jpg,"NGS: Samuel Peploe - Pink Roses, Chinese Vase (Foiled Journal)",$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,8361458
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Ashmolean-Museum-Embroidered-Hanging-with-Peacock-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550315,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550315/ashmolean-museum-embroidered-hanging-with-peacock-foiled-journal-9781787550315.jpg,Ashmolean Museum: Embroidered Hanging with Peacock (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,59506554
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Claude-Monet-Bridge-over-a-Pond-of-Water-Lilies-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550322,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550322/claude-monet-bridge-over-a-pond-of-water-lilies-foiled-journal-9781787550322.jpg,Claude Monet: Bridge over a Pond of Water Lilies (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,83429124
Not available,https://www.simonandschuster.com/books/Vanity-Fairs-Schools-For-Scandal/Graydon-Carter/9781501173769,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501173769/vanity-fairs-schools-for-scandal-9781501173769.jpg,Vanity Fair's Schools For Scandal,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,7547836
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Baby-Pink-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787550841,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550841/baby-pink-artisan-notebook-flame-tree-journals-9781787550841.jpg,Baby Pink Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,20210146
John Rapley,https://www.simonandschuster.com/books/Twilight-of-the-Money-Gods/John-Rapley/9781471152757,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781471152757/twilight-of-the-money-gods-9781471152757.jpg,Twilight of the Money Gods,$19.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,87662055
Caroline Vazzana,https://www.simonandschuster.com/books/Making-It-in-Manhattan/Caroline-Vazzana/9781510732025,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510732025/making-it-in-manhattan-9781510732025.jpg,Making It in Manhattan,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,2144981
Tyler Gage,https://www.simonandschuster.com/books/Fully-Alive/Tyler-Gage/9781501156038,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501156038/fully-alive-9781501156038.jpg,Fully Alive,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,73572717
Angela Duckworth,https://www.simonandschuster.com/books/Grit/Angela-Duckworth/9781501111105,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501111105/grit-9781501111105.jpg,Grit,$30.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,30426146
New York Foundation for the Arts,https://www.simonandschuster.com/books/The-Profitable-Artist/New-York-Foundation-for-the-Arts/9781621536420,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536420/the-profitable-artist-9781621536420.jpg,The Profitable Artist,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,89984798
Sander Flaum and Mechele Flaum,https://www.simonandschuster.com/books/Boost-Your-Career/Sander-Flaum/9781621536413,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536413/boost-your-career-9781621536413.jpg,Boost Your Career,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,49172651
Marci Zaroff,https://www.simonandschuster.com/books/ECOrenaissance/Marci-Zaroff/9781501123610,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501123610/ecorenaissance-9781501123610.jpg,ECOrenaissance,$12.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,20382260
